Nome,Clube,Preço,J,Média,Últ. Pont.,Variação,DS,G,A,SG,FS,FF,FD,FT,DE,DP,GC,CV,CA,PP,GS,FC,I,PS,PC,PI,Year,Round
Arboleda (ZAG),,911,4,575,820,107,11.0,1.0,,2.0,1.0,1.0,,,,,,,,,,9.0,2.0,,,18.0,2021,13
Gilberto (ATA),,1435,13,569,240,73,8.0,7.0,1.0,,15.0,12.0,5.0,,,,,,1.0,,,19.0,5.0,,,42.0,2021,13
Aderlan (LAT),,1266,10,549,160,-76,36.0,2.0,1.0,2.0,9.0,4.0,2.0,1.0,,,,,2.0,,,18.0,1.0,,,117.0,2021,13
Juninho Valoura (MEI),,882,10,543,90,-48,22.0,2.0,3.0,,28.0,4.0,3.0,,,,,,,,,20.0,,,,95.0,2021,13
Raphael Veiga (MEI),,1309,13,529,70,1,19.0,3.0,2.0,,18.0,11.0,11.0,1.0,,,,,1.0,,,17.0,1.0,,,71.0,2021,13
Robson (ATA),,1408,13,524,1190,71,16.0,6.0,1.0,,20.0,7.0,6.0,,,,,,1.0,,,26.0,8.0,1.0,,55.0,2021,13
Raul (MEI),,839,10,516,250,13,41.0,,2.0,,27.0,4.0,1.0,,,,,,1.0,,,19.0,,,,57.0,2021,13
Rodrigo Caio (ZAG),,1136,8,508,280,-70,22.0,,1.0,3.0,5.0,5.0,2.0,,,,,,2.0,,,8.0,,,,22.0,2021,13
Gustavo Gómez (ZAG),,1137,5,504,450,-3,6.0,1.0,,3.0,4.0,,,,,,,,,,,9.0,,,,13.0,2021,13
Luiz Felipe Scolari (TEC),,749,3,494,355,33,,,,,,,,,,,,,,,,,,,,,2021,13
Jô (ATA),,834,10,487,510,25,4.0,4.0,1.0,,13.0,9.0,3.0,2.0,,,,,,,,16.0,5.0,,1.0,41.0,2021,13
Abel Ferreira (TEC),,1207,13,482,403,-16,,,,,,,,,,,,,,,,,,,,,2021,13
Maurício Barbieri (TEC),,1344,13,477,187,-28,,,,,,,,,,,,,,,,,,,,,2021,13
Jean Mota (MEI),,1103,11,475,280,27,32.0,2.0,1.0,,22.0,13.0,3.0,,,,,,3.0,,,12.0,1.0,,,132.0,2021,13
Juan Vojvoda (TEC),,1062,13,475,555,46,,,,,,,,,,,,,,,,,,,,,2021,13
Richard (GOL),,744,9,472,500,10,,,,6.0,1.0,,,,18.0,,,,,,6.0,,,,,,2021,13
Praxedes (MEI),,716,7,469,550,66,8.0,2.0,1.0,,20.0,4.0,1.0,1.0,,,,,2.0,,,13.0,,,,31.0,2021,13
Pepê (MEI),,949,10,466,210,26,40.0,,1.0,,25.0,5.0,3.0,2.0,,,,1.0,1.0,,,22.0,,,,65.0,2021,13
Cuca (TEC),,1219,13,462,648,84,,,,,,,,,,,,,,,,,,,,,2021,13
Everson (GOL),,1258,13,458,900,158,1.0,,,6.0,1.0,,,,38.0,,,,,,10.0,,,,,,2021,13
Matheus Bahia (LAT),,1124,12,454,430,91,30.0,1.0,2.0,4.0,22.0,4.0,,,,,,,5.0,,,17.0,1.0,,,86.0,2021,13
Renan (ZAG),,641,9,448,750,7,26.0,,,4.0,9.0,4.0,3.0,,,,,,2.0,,,12.0,,,1.0,60.0,2021,13
Gustavo Henrique (ZAG),,589,5,444,710,73,4.0,1.0,,1.0,3.0,5.0,1.0,1.0,,,,,,,,4.0,,,,25.0,2021,13
Wanderson (ZAG),,320,1,440,440,20,,,,1.0,,,,,,,,,,,,,,,,6.0,2021,13
Maílson (GOL),,732,13,432,500,-4,,,,5.0,,,,,44.0,,,,1.0,,11.0,,,,,,2021,13
Elton (ATA),,1018,10,423,330,-63,2.0,4.0,,,9.0,7.0,5.0,,,,,,,,,8.0,1.0,,,33.0,2021,13
Cássio (GOL),,1230,13,422,500,35,1.0,,,4.0,,,,,47.0,,,,1.0,,11.0,,,,,,2021,13
David (ATA),,858,12,419,0,0,14.0,4.0,2.0,,11.0,10.0,3.0,,,,,,3.0,,,17.0,7.0,,,48.0,2021,13
Ignácio (ZAG),,549,10,419,20,-137,20.0,2.0,1.0,1.0,8.0,3.0,1.0,,,,,,1.0,,,12.0,1.0,,,33.0,2021,13
12345,12345.0,12345,12345,12345,12345,12345,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,2021,13
Gabriel (ATA),,1918,3,1153,680,61,,3.0,1.0,,2.0,1.0,6.0,,,,,,,,,2.0,1.0,,,19.0,2021,14
Bruno Henrique (ATA),,2040,10,936,1290,-200,16.0,7.0,1.0,,27.0,6.0,12.0,2.0,,,,,2.0,,,19.0,3.0,,,71.0,2021,14
Arrascaeta (MEI),,1393,6,842,840,-37,15.0,1.0,4.0,,18.0,4.0,7.0,,,,,,2.0,,,4.0,2.0,1.0,,71.0,2021,14
Renato Gaúcho (TEC),,1420,3,731,480,-1,,,,,,,,,,,,,,,,,,,,,2021,14
Weverton (GOL),,1652,4,725,950,49,,,,3.0,2.0,,,,14.0,,,,,,1.0,,,,,,2021,14
Éderson (MEI),,1340,13,718,640,-17,47.0,1.0,4.0,,33.0,16.0,7.0,,,,,,3.0,,,12.0,1.0,,,68.0,2021,14
Gabriel Chapecó (GOL),,408,7,643,100,-76,,,,3.0,,,,,29.0,1.0,,,,,6.0,,,,,,2021,14
Lima (MEI),,1204,12,624,300,-35,25.0,2.0,4.0,,27.0,13.0,6.0,1.0,,,,,1.0,,,18.0,4.0,,,72.0,2021,14
Nikão (MEI),,1008,8,611,0,0,9.0,3.0,1.0,,13.0,5.0,6.0,1.0,,,,,2.0,,,5.0,,,,33.0,2021,14
Gustavo Scarpa (MEI),,1405,14,609,140,-15,12.0,3.0,6.0,,18.0,17.0,12.0,1.0,,,,,1.0,,,10.0,2.0,,,129.0,2021,14
Terans (MEI),,1057,12,608,240,-158,8.0,4.0,4.0,,12.0,10.0,5.0,1.0,,,,,1.0,,,7.0,1.0,,,41.0,2021,14
Marinho (ATA),,1786,11,601,0,0,16.0,4.0,,,47.0,12.0,11.0,2.0,,,,,6.0,1.0,,23.0,4.0,1.0,,58.0,2021,14
Edenílson (MEI),,1829,13,565,360,-113,15.0,6.0,2.0,,19.0,9.0,7.0,,,,,,4.0,,,12.0,1.0,1.0,,112.0,2021,14
Gilberto (ATA),,1453,14,559,430,18,10.0,7.0,1.0,,16.0,15.0,6.0,,,,,,1.0,,,22.0,5.0,,,45.0,2021,14
Savarino (ATA),,701,6,555,10,-120,3.0,2.0,2.0,,4.0,8.0,1.0,,,,,,,,,1.0,1.0,,,43.0,2021,14
Isla (LAT),,1037,5,552,210,-148,10.0,,2.0,2.0,4.0,,1.0,,,,,,,,,6.0,,,,26.0,2021,14
Natanael (LAT),,1347,11,551,170,-99,17.0,,3.0,5.0,15.0,5.0,7.0,2.0,,,,,3.0,,,12.0,,,1.0,93.0,2021,14
Yago Pikachu (MEI),,1744,14,542,90,-139,22.0,4.0,4.0,,21.0,9.0,4.0,2.0,,,,,2.0,1.0,,15.0,4.0,,,93.0,2021,14
Gustavo Gómez (ZAG),,1188,6,540,720,51,9.0,1.0,,4.0,4.0,,,,,,,,,,,10.0,,,,16.0,2021,14
Nacho Fernández (MEI),,1176,7,531,270,11,8.0,3.0,,,10.0,5.0,1.0,1.0,,,,,,,,3.0,1.0,1.0,,70.0,2021,14
Gustavo Henrique (ZAG),,648,6,517,880,59,4.0,2.0,,1.0,3.0,7.0,1.0,1.0,,,,,,,,5.0,,,,28.0,2021,14
Robson (ATA),,1287,14,516,410,-121,17.0,6.0,1.0,,22.0,9.0,7.0,,,,,,1.0,,,27.0,8.0,1.0,,57.0,2021,14
Raphael Veiga (MEI),,1332,14,514,320,23,20.0,3.0,2.0,,22.0,12.0,11.0,1.0,,,,,1.0,,,17.0,1.0,,,77.0,2021,14
Jean Mota (MEI),,1170,12,491,670,67,36.0,2.0,1.0,,26.0,14.0,4.0,,,,,,3.0,,,13.0,1.0,,,140.0,2021,14
Juninho Valoura (MEI),,831,11,485,-90,-51,22.0,2.0,3.0,,28.0,4.0,3.0,,,,,,,,,21.0,,,,99.0,2021,14
Richard (GOL),,774,10,485,600,30,,,,6.0,1.0,,,,25.0,,,,,,7.0,,,,,,2021,14
Dodô (LAT),,808,5,478,1020,165,10.0,,,4.0,4.0,1.0,,,,,,,2.0,,,4.0,,,,29.0,2021,14
Abel Ferreira (TEC),,1202,14,477,410,-5,,,,,,,,,,,,,,,,,,,,,2021,14
Everson (GOL),,1239,14,475,700,-19,2.0,,,7.0,1.0,,,,39.0,,,,,,10.0,,,,,,2021,14
Cuca (TEC),,1217,14,472,598,-2,,,,,,,,,,,,,,,,,,,,,2021,14
Juan Vojvoda (TEC),,1018,14,462,298,-44,,,,,,,,,,,,,,,,,,,,,2021,14
Renan (ZAG),,634,10,461,580,-7,29.0,,,5.0,10.0,4.0,3.0,,,,,,2.0,,,15.0,,,1.0,72.0,2021,14
Jô (ATA),,778,11,459,180,-56,4.0,4.0,1.0,,16.0,10.0,3.0,2.0,,,,,,,,16.0,5.0,,1.0,46.0,2021,14
Daniel (GOL),,774,12,454,900,156,,,,4.0,3.0,,,,44.0,,,,,,11.0,,,,,,2021,14
Matheus Bahia (LAT),,1120,13,451,420,-4,33.0,1.0,2.0,4.0,24.0,5.0,,,,,,,5.0,,,17.0,1.0,,,92.0,2021,14
Marcos Felipe (GOL),,1356,11,450,0,0,,,,5.0,3.0,,,,33.0,,,,,,10.0,,,,,,2021,14
Jenison (ATA),,262,6,445,210,43,5.0,3.0,,,4.0,2.0,1.0,,,,,,1.0,,,5.0,,,,26.0,2021,14
Pepê (MEI),,940,11,444,220,-9,42.0,,1.0,,29.0,7.0,3.0,2.0,,,,1.0,1.0,,,27.0,,,,74.0,2021,14
Mariano (LAT),,823,10,442,680,44,25.0,,1.0,5.0,6.0,,,,,,,,2.0,,,4.0,1.0,,,73.0,2021,14
Tinga (LAT),,941,14,432,890,106,23.0,1.0,2.0,7.0,9.0,5.0,2.0,,,,,,2.0,,,11.0,2.0,,,159.0,2021,14
David (ATA),,948,13,418,410,90,18.0,4.0,2.0,,13.0,11.0,5.0,,,,,,4.0,,,19.0,8.0,,,54.0,2021,14
Felipe Jonatan (LAT),,1010,12,407,610,9,27.0,,,5.0,8.0,6.0,2.0,1.0,,,,,1.0,,,7.0,,,,119.0,2021,14
Samuel Xavier (LAT),,888,7,407,0,0,14.0,,,4.0,7.0,,1.0,,,,,,,,,11.0,,,,47.0,2021,14
Miranda (ZAG),,952,7,401,320,-50,17.0,,,3.0,8.0,,1.0,,,,,,1.0,,,8.0,2.0,,,21.0,2021,14
Felipe Alves (GOL),,785,12,400,-200,-148,,,,5.0,2.0,,,,31.0,1.0,,,2.0,,12.0,,,,,,2021,14
Gabriel (MEI),,854,12,400,210,-17,41.0,1.0,1.0,,19.0,5.0,3.0,,,,,,2.0,,,23.0,1.0,,,71.0,2021,14
Cássio (GOL),,1150,14,399,100,-80,1.0,,,4.0,,,,,51.0,,,,1.0,,14.0,,,,,,2021,14
Luiz Felipe Scolari (TEC),,703,4,399,115,-46,,,,,,,,,,,,,,,,,,,,,2021,14
Fabrício (ATA),,516,4,395,690,95,4.0,,1.0,,7.0,4.0,5.0,,,,,,,,,7.0,,,,24.0,2021,14
Zaracho (MEI),,816,12,393,320,-7,33.0,2.0,1.0,,9.0,7.0,3.0,,,,,,2.0,,,24.0,4.0,,,25.0,2021,14
1234,1234.0,1234,1234,1234,1234,1234,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,1234.0,2021,14
Borja (ATA),,1063,1,1240,1240,263,,1.0,,,3.0,4.0,,,,,,,,,,2.0,,1.0,,3.0,2021,15
Bruno Henrique (ATA),,1922,11,890,430,-118,18.0,7.0,1.0,,32.0,6.0,13.0,2.0,,,,,2.0,,,21.0,3.0,,,75.0,2021,15
Hulk (ATA),,2232,14,830,980,-127,5.0,7.0,5.0,,38.0,16.0,8.0,3.0,,,,,1.0,,,19.0,8.0,2.0,,67.0,2021,15
Arrascaeta (MEI),,1308,7,756,240,-85,17.0,1.0,4.0,,20.0,5.0,7.0,,,,,,2.0,,,5.0,2.0,1.0,,80.0,2021,15
Chico (ZAG),,354,3,713,0,0,12.0,,,3.0,2.0,1.0,,,,,,,,,,7.0,,,,39.0,2021,15
Éderson (MEI),,1283,14,683,230,-57,48.0,1.0,4.0,,36.0,16.0,7.0,,,,,,3.0,,,12.0,1.0,,,70.0,2021,15
Terans (MEI),,1208,13,637,990,151,10.0,4.0,5.0,,12.0,11.0,8.0,1.0,,,,,1.0,,,7.0,1.0,,,56.0,2021,15
Edenílson (MEI),,2027,14,622,1360,198,18.0,6.0,4.0,,21.0,9.0,7.0,,,,,,4.0,,,12.0,1.0,1.0,,116.0,2021,15
Lima (MEI),,1249,13,614,500,45,28.0,2.0,4.0,,30.0,14.0,7.0,1.0,,,,,1.0,,,19.0,4.0,,,82.0,2021,15
Nikão (MEI),,972,9,593,450,-36,11.0,3.0,1.0,,16.0,6.0,7.0,1.0,,,,,2.0,,,5.0,1.0,,,38.0,2021,15
Weverton (GOL),,1511,5,590,50,-141,,,,3.0,3.0,,,,17.0,,,,,,4.0,,,,,,2021,15
Gustavo Scarpa (MEI),,1434,15,589,310,29,12.0,3.0,7.0,,19.0,17.0,12.0,1.0,,,,,1.0,,,13.0,2.0,,,138.0,2021,15
Renato Gaúcho (TEC),,1342,4,578,121,-78,,,,,,,,,,,,,,,,,,,,,2021,15
Aderlan (LAT),,1373,11,573,0,0,39.0,2.0,1.0,3.0,10.0,5.0,3.0,1.0,,,,,2.0,,,21.0,1.0,,,126.0,2021,15
Artur (ATA),,1527,14,566,0,0,13.0,3.0,5.0,,20.0,20.0,11.0,,,,,,2.0,,,11.0,,,,124.0,2021,15
Praxedes (MEI),,856,8,559,0,0,11.0,3.0,1.0,,25.0,4.0,1.0,1.0,,,,,2.0,,,15.0,,,,37.0,2021,15
Natanael (LAT),,1432,12,557,620,85,18.0,,3.0,6.0,16.0,6.0,7.0,2.0,,,,,3.0,,,12.0,,,1.0,104.0,2021,15
Yago Pikachu (MEI),,1861,15,555,740,117,23.0,4.0,5.0,,23.0,11.0,4.0,2.0,,,,,2.0,1.0,,16.0,4.0,,,100.0,2021,15
Robson (ATA),,1421,15,551,1040,134,19.0,7.0,1.0,,25.0,10.0,7.0,,,,,,1.0,,,29.0,9.0,1.0,,61.0,2021,15
Nacho Fernández (MEI),,1258,8,548,670,82,9.0,3.0,1.0,,11.0,7.0,1.0,1.0,,,,,,,,3.0,1.0,1.0,,84.0,2021,15
Gilberto (ATA),,1393,15,526,70,-60,10.0,7.0,1.0,,16.0,16.0,6.0,,,,,,1.0,,,22.0,5.0,,,46.0,2021,15
Daniel (GOL),,873,13,511,1200,99,,,,5.0,3.0,,,,51.0,,,,,,11.0,,,,,,2021,15
Fernando Miguel (GOL),,1800,13,508,900,56,1.0,,,7.0,,,,,39.0,1.0,,,2.0,,12.0,,,,,,2021,15
Jean Mota (MEI),,1199,13,506,690,29,42.0,2.0,1.0,,28.0,14.0,7.0,,,,,,4.0,,,14.0,1.0,,,152.0,2021,15
Richard (GOL),,819,11,505,700,45,,,,7.0,1.0,,,,27.0,,,,,,7.0,,,,,,2021,15
Savarino (ATA),,727,7,500,170,26,4.0,2.0,2.0,,6.0,9.0,1.0,,,,,,,,,2.0,1.0,,,49.0,2021,15
Isla (LAT),,1040,6,497,220,3,13.0,,2.0,2.0,5.0,,1.0,,,,,,,,,6.0,,,,39.0,2021,15
Maurício Barbieri (TEC),,1404,14,486,0,0,,,,,,,,,,,,,,,,,,,,,2021,15
Pepê (MEI),,1069,12,479,860,129,43.0,1.0,1.0,,30.0,8.0,3.0,2.0,,,,1.0,1.0,,,28.0,,,,86.0,2021,15
Raphael Veiga (MEI),,1267,15,477,-40,-65,20.0,3.0,2.0,,24.0,13.0,11.0,1.0,,,,,1.0,,,20.0,1.0,,,84.0,2021,15
Maílson (GOL),,822,14,465,0,0,,,,6.0,,,,,48.0,,,,1.0,,11.0,,,,,,2021,15
Juan Vojvoda (TEC),,1066,15,465,505,48,,,,,,,,,,,,,,,,,,,,,2021,15
Raul (MEI),,771,11,463,0,0,41.0,,2.0,,28.0,4.0,1.0,,,,,,1.0,,,20.0,,,,64.0,2021,15
Cuca (TEC),,1186,15,463,331,-31,,,,,,,,,,,,,,,,,,,,,2021,15
Bruno Méndez (ZAG),,647,6,463,980,105,15.0,,,4.0,1.0,1.0,,,,,,,1.0,,,5.0,1.0,,,35.0,2021,15
Abel Ferreira (TEC),,1161,15,455,141,-41,,,,,,,,,,,,,,,,,,,,,2021,15
Marcos Felipe (GOL),,1412,12,454,500,56,,,,5.0,3.0,,,,39.0,,,,,,11.0,,,,,,2021,15
Fagner (LAT),,1356,15,445,1210,204,47.0,,,5.0,22.0,1.0,5.0,,,,,,,,,13.0,,,,166.0,2021,15
Mariano (LAT),,823,10,442,0,0,25.0,,1.0,5.0,6.0,,,,,,,,2.0,,,4.0,1.0,,,73.0,2021,15
Saravia (LAT),,807,9,441,940,67,32.0,,,3.0,11.0,1.0,,,,,,,,,,15.0,,,,61.0,2021,15
Cássio (GOL),,1321,15,439,1000,171,1.0,,,5.0,,,,,56.0,,,,1.0,,14.0,,,,,,2021,15
Jô (ATA),,789,12,439,220,11,4.0,4.0,1.0,,19.0,10.0,4.0,2.0,,,,,,,,16.0,5.0,,1.0,51.0,2021,15
Santos (GOL),,1381,8,438,0,0,,,,3.0,2.0,,,,26.0,,,,,,7.0,,,,,,2021,15
Everson (GOL),,1110,15,437,-100,-129,2.0,,,7.0,1.0,,,,39.0,,,,,,11.0,,,,,,2021,15
Felipe Jonatan (LAT),,1066,13,436,780,56,30.0,,,6.0,9.0,8.0,2.0,1.0,,,,,1.0,,,9.0,1.0,,,127.0,2021,15
Busanello (LAT),,787,8,434,930,162,18.0,1.0,1.0,1.0,8.0,2.0,4.0,,,,,,1.0,,,3.0,,,1.0,72.0,2021,15
Gustavo Henrique (ZAG),,497,7,429,-100,-151,4.0,2.0,,1.0,3.0,7.0,1.0,1.0,,,,,,,,6.0,,,,33.0,2021,15
Gustavo Gómez (ZAG),,1024,7,426,-260,-164,9.0,1.0,,4.0,4.0,1.0,,,,,,,1.0,,,11.0,1.0,,,20.0,2021,15
Nathan Silva (ZAG),,902,12,422,1020,118,15.0,2.0,,7.0,5.0,1.0,1.0,,,,,,3.0,,,20.0,,,,38.0,2021,15
David (ATA),,948,13,418,0,0,18.0,4.0,2.0,,13.0,11.0,5.0,,,,,,4.0,,,19.0,8.0,,,54.0,2021,15
12345,12345.0,12345,12345,12345,12345,12345,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,2021,15
Hulk (ATA),,2126,15,792,260,-106,6.0,7.0,5.0,,40.0,16.0,9.0,3.0,,,,,1.0,,,20.0,8.0,2.0,,68.0,2021,16
Arrascaeta (MEI),,1410,8,755,750,102,17.0,1.0,5.0,,20.0,5.0,10.0,,,,,,2.0,,,5.0,2.0,1.0,,91.0,2021,16
Gabriel (ATA),,1700,4,732,0,0,,3.0,1.0,,2.0,2.0,6.0,,,,,1.0,,,,2.0,2.0,,,25.0,2021,16
Edenílson (MEI),,2114,15,683,1530,87,18.0,8.0,4.0,,21.0,9.0,7.0,,,,,,4.0,,,12.0,1.0,1.0,,123.0,2021,16
Éderson (MEI),,1324,15,665,420,41,51.0,1.0,4.0,,38.0,18.0,7.0,,,,,,3.0,,,14.0,1.0,,,74.0,2021,16
Savarino (ATA),,1008,8,638,1600,281,4.0,4.0,2.0,,8.0,9.0,1.0,,,,,,,,,2.0,1.0,,,59.0,2021,16
Renato Gaúcho (TEC),,1473,5,607,725,131,,,,,,,,,,,,,,,,,,,,,2021,16
Lima (MEI),,1255,14,602,440,6,30.0,2.0,4.0,,32.0,16.0,8.0,1.0,,,,,1.0,,,21.0,4.0,,,86.0,2021,16
Terans (MEI),,1078,14,599,110,-130,10.0,4.0,5.0,,12.0,13.0,8.0,1.0,,,,,1.0,,,7.0,1.0,,,61.0,2021,16
Borja (ATA),,867,2,595,-50,-196,,1.0,,,6.0,4.0,,,,,,,,,,5.0,,1.0,,8.0,2021,16
Aderlan (LAT),,1373,11,573,0,0,39.0,2.0,1.0,3.0,10.0,5.0,3.0,1.0,,,,,2.0,,,21.0,1.0,,,126.0,2021,16
Artur (ATA),,1527,14,566,0,0,13.0,3.0,5.0,,20.0,20.0,11.0,,,,,,2.0,,,11.0,,,,124.0,2021,16
Isla (LAT),,1192,7,566,980,152,15.0,,3.0,3.0,5.0,,1.0,,,,,,,,,8.0,1.0,,,46.0,2021,16
Praxedes (MEI),,856,8,559,0,0,11.0,3.0,1.0,,25.0,4.0,1.0,1.0,,,,,2.0,,,15.0,,,,37.0,2021,16
Gustavo Scarpa (MEI),,1365,16,547,-80,-69,12.0,3.0,7.0,,19.0,17.0,12.0,1.0,,,,,1.0,,,13.0,2.0,,,146.0,2021,16
Natanael (LAT),,1413,13,546,410,-19,21.0,,3.0,6.0,18.0,7.0,8.0,2.0,,,,,3.0,,,13.0,,,1.0,118.0,2021,16
Gilberto (ATA),,1535,16,545,830,142,11.0,8.0,1.0,,16.0,17.0,6.0,,,,,,1.0,,,24.0,5.0,,,51.0,2021,16
Chico (ZAG),,273,4,542,30,-81,13.0,,,3.0,2.0,1.0,,,,,,,,,,7.0,,,,46.0,2021,16
Nikão (MEI),,906,10,537,30,-66,12.0,3.0,1.0,,19.0,6.0,7.0,1.0,,,,,2.0,,,8.0,1.0,,,45.0,2021,16
Ytalo (ATA),,1476,14,537,0,0,13.0,6.0,3.0,,14.0,9.0,2.0,,,,,,2.0,,,13.0,4.0,,,48.0,2021,16
Fernando Miguel (GOL),,1823,14,532,850,23,1.0,,,7.0,1.0,,,,48.0,1.0,,,2.0,,13.0,,,,,,2021,16
Gabriel Chapecó (GOL),,428,9,523,200,37,,,,3.0,,,,,34.0,1.0,,,,,9.0,,,,,,2021,16
Jean Mota (MEI),,1192,14,507,520,-7,44.0,2.0,1.0,,31.0,16.0,8.0,,,,,,4.0,,,15.0,1.0,,,158.0,2021,16
Robson (ATA),,1217,16,502,-230,-204,19.0,7.0,1.0,,27.0,10.0,7.0,,,,,,2.0,,,31.0,9.0,1.0,,64.0,2021,16
Weverton (GOL),,1494,6,492,0,-17,,,,3.0,3.0,,,,19.0,,,,,,6.0,,,,,,2021,16
Adson (MEI),,568,8,490,1800,341,11.0,3.0,1.0,,4.0,1.0,1.0,,,,,,,,,3.0,,,,33.0,2021,16
Nacho Fernández (MEI),,1145,9,483,-40,-113,11.0,3.0,1.0,,14.0,7.0,1.0,1.0,,,,,1.0,,,4.0,1.0,1.0,,98.0,2021,16
Daniel (GOL),,713,14,482,100,-160,,,,5.0,3.0,,,,54.0,,,,,,13.0,,,,,,2021,16
Raphael Veiga (MEI),,1267,15,477,0,0,20.0,3.0,2.0,,24.0,13.0,11.0,1.0,,,,,1.0,,,20.0,1.0,,,84.0,2021,16
Maílson (GOL),,807,15,474,600,-15,,,,6.0,,,,,56.0,,,,1.0,,13.0,,,,,,2021,16
Cuca (TEC),,1250,16,473,615,64,,,,,,,,,,,,,,,,,,,,,2021,16
Nino (ZAG),,1145,9,468,1050,90,19.0,1.0,1.0,3.0,16.0,,,,,,,,3.0,,,8.0,,,1.0,19.0,2021,16
Maurício Barbieri (TEC),,1339,15,466,183,-65,,,,,,,,,,,,,,,,,,,,,2021,16
Raul (MEI),,771,11,463,0,0,41.0,,2.0,,28.0,4.0,1.0,,,,,,1.0,,,20.0,,,,64.0,2021,16
Nathan Silva (ZAG),,914,13,455,850,12,18.0,2.0,,8.0,6.0,1.0,2.0,,,,,,3.0,,,22.0,,,,40.0,2021,16
Lucas Mugni (MEI),,634,2,455,500,58,9.0,,,,,2.0,1.0,,,,,,,,,2.0,,,,17.0,2021,16
Marcelo Boeck (GOL),,352,5,450,0,12,,,,3.0,1.0,,,,10.0,,,,,,3.0,,,,,,2021,16
Everson (GOL),,1234,16,447,600,124,2.0,,,8.0,1.0,,,,40.0,,,,,,11.0,,,,,,2021,16
Richard (GOL),,674,12,446,-200,-145,,,,7.0,1.0,,,,28.0,,,,,,10.0,,,,,,2021,16
Mariano (LAT),,815,11,446,490,-8,26.0,,1.0,6.0,7.0,,,,,,,,2.0,,,5.0,1.0,,,84.0,2021,16
Pepê (MEI),,945,13,445,40,-124,44.0,1.0,1.0,,34.0,8.0,3.0,2.0,,,,1.0,1.0,,,32.0,,,,92.0,2021,16
Juan Vojvoda (TEC),,1004,16,442,95,-62,,,,,,,,,,,,,,,,,,,,,2021,16
Bruno Méndez (ZAG),,557,7,438,290,-90,18.0,,,4.0,1.0,1.0,,,,,,,1.0,,,5.0,1.0,,,36.0,2021,16
Cássio (GOL),,1246,16,437,400,-75,1.0,,,5.0,,,,,61.0,,,,1.0,,15.0,,,,,,2021,16
Abel Ferreira (TEC),,1159,16,435,130,-2,,,,,,,,,,,,,,,,,,,,,2021,16
Fagner (LAT),,1218,16,432,240,-138,50.0,,,5.0,23.0,1.0,5.0,,,,,,,,,14.0,,,,172.0,2021,16
João Paulo (GOL),,608,11,432,700,-20,1.0,,,4.0,3.0,,,,37.0,1.0,,,2.0,,14.0,,,,1.0,,2021,16
Diego Aguirre (TEC),,915,11,429,611,-33,,,,,,,,,,,,,,,,,,,,,2021,16
Busanello (LAT),,717,9,426,360,-70,22.0,1.0,1.0,1.0,9.0,2.0,4.0,,,,,,1.0,,,3.0,,,1.0,81.0,2021,16
Lucas Crispim (MEI),,800,13,420,500,-75,26.0,1.0,3.0,,23.0,15.0,4.0,1.0,,,,,2.0,1.0,,11.0,1.0,,,116.0,2021,16
12345,12345.0,12345,12345,12345,12345,12345,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,12345.0,2021,16
Bruno Henrique (ATA),,1970,12,868,0,0,19.0,8.0,1.0,,33.0,6.0,13.0,2.0,,,,,3.0,,,23.0,3.0,,,77.0,2021,17
Villasanti (MEI),,773,1,840,840,173,9.0,,,,1.0,1.0,,,,,,,,,,3.0,,,,4.0,2021,17
Hulk (ATA),,2154,16,771,450,28,7.0,7.0,5.0,,42.0,18.0,11.0,4.0,,,,,2.0,,,22.0,8.0,2.0,1.0,73.0,2021,17
Arrascaeta (MEI),,1410,8,755,0,0,17.0,1.0,5.0,,20.0,5.0,10.0,,,,,,2.0,,,5.0,2.0,1.0,,91.0,2021,17
Edenílson (MEI),,1989,16,679,620,-125,19.0,8.0,5.0,,23.0,9.0,8.0,,,,,,4.0,,,14.0,1.0,1.0,,133.0,2021,17
Éderson (MEI),,1348,16,655,510,24,53.0,1.0,4.0,,40.0,20.0,8.0,,,,,,3.0,,,15.0,1.0,,,76.0,2021,17
Borja (ATA),,1050,3,650,760,183,,2.0,,,6.0,4.0,,,,,,,,,,5.0,,1.0,,12.0,2021,17
Gabriel (ATA),,1782,5,626,200,82,,3.0,1.0,,2.0,4.0,7.0,,,,,1.0,,,,2.0,2.0,,,33.0,2021,17
Aderlan (LAT),,1454,12,619,1120,81,40.0,2.0,2.0,4.0,11.0,5.0,4.0,1.0,,,,,2.0,,,23.0,1.0,,,131.0,2021,17
Ricardo Bueno (ATA),,652,2,600,1020,276,1.0,1.0,,,4.0,2.0,1.0,,,,,,,,,1.0,,,,13.0,2021,17
